Site_Index	Unit	Begin_Interval	End_Interval	Description
5343	SAND	37	43	As above
5343	GRAVEL	43	52	Sandy, very coarse sand to pebbles 2 in. diameter, 80% fine to medium granules, angular to rounded, equal proportions igneous, limestone and shale, 15% rounded shale and limestone, pebbles, 5% very coarse sand
5343	CLAY	52	80	Very silty, sandy, pebbly, firm, brittle, olive gray, somewhat softer (till)-below 60 ft., appears fluvially reworked, silty clay-cobbles at 79 ft.
5343	GRAVEL	80	95	Sandy, very coarse sand to pebble, predominantly very coarse sand and fine granules, angular to rounded, equal limestone, shale, chert, 10% pebble, rounded, shale and limestone
5344	TOPSOIL	0	2	
5344	SILT	2	10	Very clayey, oxidized
5344	GRAVEL	10	13	Very coarse sand to pebbles, oxidized
5344	GRAVEL AND CLAY	13	16	Interbedded
5344	CLAY	16	20	Silty, sandy, pebbly, soft, plastic, oxidized (till)
5344	SAND	20	43	Very fine to coarse silt, very clayey, slightly cohesive, oxidized to 31 ft. (fluvial or lacustrine)
5344	GRAVEL	43	51	Very coarse sand to pebbles 2 in. diameter, 80% subangular to rounded, very coarse sand and fine granules, equal limestone, shale, and igneous, 20% rounded shale pebbles with some rounded quartz pebbles
5344	CLAY	51	60	
5363	TOPSOIL	0	1	dark brown, sandy
5363	SAND	1	11	yellowish brown, fine to very coarse sand oxidized. largely medium sand,moderately well sorted
5363	SAND & GRAVEL	11	15	medium sand to medium gravel, poorly sorted, angular to subrounded, 40% silicates, 30 % carbonates, 30 % shale, unoxidized fluvial sediments
5363	TILL	15	90	olive gray, silty sandy with pebbles, soft crumbly, rocks at 31 to 32 feet and 33 to 34 feet, rock from 44 to 45 feet, sand and gravel from 68 to 69 feet
5363	SAND & GRAVEL	90	106	moderately well sorted angular to subrounded, 40 % silicates, 30 % shale, and 30 % carbonates, clay from 104 to 106
5363	SAND & GRAVEL	106	111	as above
5363	CLAY	111	114	olive gray
5363	SAND & GRAVEL	114	122	as above
5363	CLAY	122	124	olive gray
5363	SAND & GRAVEL	124	127	as above
5363	CLAY	127	129	olive gray
5363	SAND & GRAVEL	129	160	with angular lignite, shaly sand and gravel, poorly sorted chatters
5363	SAND	160	182	coarse sand to fine gravel, shaly and lignitic layers, moderately well sorted, rounded to angular, 30 % silicates, 20 % carbonates, 30 % shale, 20 % lignite
5363	SHALE	182	200	black, hard interbedded with dark gray clay and whitish gray bentonitic clay, Pierre Shale, bedrock
5364	TOPSOIL	0	0.5	SILTY BLACK
5364	SAND	0.5	21	FINE, MEDIUM TO COARSE
5364	SAND	21	37	FINE, MEDIUM TO COARSE 10% GRAVEL
5364	SAND	37	56	FINE MEDIUM TO COARSE 35% GRAVEL LOTS OF SHALE GRAVEL
5364	CLAY	56	70	SANDY, SILTY,OLIVE GRAY
5365	SAND	0	57	fine to coarse, predominantly medium to coarse, subrounded to rounded, well sorted, 80 % quartz, 15 % carbonates, 5 % shale, 5 % lignite, taking water, mixed 1 bag of mud at 30 feet
5365	CLAY	57	96	very silty, slightly sandy, medium to dark to brownish gray, very soft, smooth, poor sample return, some organics
5365	GRAVEL	96	129	fine to medium with some coarse to very coarse sand, subangular to subrounded, well sorted, mostly shale with some carbonates, about 10 % quartz, mixed 1 mud at 120 feet coarse gravel after 100 feet 
5365	SHALE	129	160	black to grayish black, hard, tight, brittle, non-calareous, Pierre Formation
5366	TOPSOIL	0	1	dark brown, sandy
5366	SAND	1	8	yellowish brown, fine to medium, well sorted, oxidized windblown sand
5366	SAND & GRAVEL	8	18	medium sand to granule gravel, 50 % silicates, rounded to subrounded, 30 % shale, angular to subrounded, 20 % carbonates, angular to rounded, moderately well sorted
5366	CLAY	18	62	olive gray pebbly loam, cohesive, crumbly, nonplastic, till, lense of sand from 51 to 52 feet
5366	CLAY	62	92	olive gray, slightly silty clay, cohesive, plastic, drills smooth
5366	TILL	92	101	olive gray, pebbles, clay loam
5366	CLAY	101	108	olive gray slightly silty clay
5366	SAND & GRAVEL	108	114	well sorted, largely very coarse sand to granule gravel, 40 % shale, angular to subrounded, 40 % silicates, subrounded to rounded, 20 % carbonates, angular to rounded 
5366	CLAY	114	116	olive gray, slightly silty 
5366	SAND & GRAVEL	116	122	interbedded with olive gray silty clay
5366	TILL	122	140	olive gray, interbedded with lignite and sand and gravel
5366	SAND	140	160	fine to medium, well sorted, rounded to subrounded
5366	CLAY	160	162	gray, silty
5366	SAND & GRAVEL	162	192	moderately well sorted, 20 % lignite and shale, 20 % carbonates, and 60 %  silicates,
5366	SHALE	192	200	black, hard, with layers of gray greasy clay, bentonitic
5367	TOPSOIL	0	1	dark brown, sandy
5367	SAND	1	10	yellowish brown, fine to medium, oxidized, windblown
5367	SAND	10	11	gray, fine to coarse, unoxidized
5367	CLAY	11	21	olive gray, pebbly, clay loam, cohesive, crumbly
5367	CLAY	21	28	olive gray, very sandy, pebbles, clay loam, soft to cohesive, crumbly, rock at 27 to 28 feet
5367	CLAY	28	32	olive gray, pebbly clay loam, cohesive, plastic, very hard till
5367	CLAY	32	104	olive gray, slightly silty, massive, hard, plastic, cohesive, sticky, lake clay
5367	SAND	104	108	medium sand to fine gravel, shaly, fluvial
5367	CLAY	108	111	dark gray, slightly silty, massive clay, hard, plastic, cohesive, sticky, lake clay
5367	CLAY	111	130	dark gray, very pebbly clay loam, hard, plastic, cohesive, sticky, till
5367	SAND	130	132	gray, silty, fine to medium, 
5367	CLAY	132	136	dark gray, pebbles, hard, plastic, cohesive, sticky, till
5367	SAND	136	148	gray very fine to fine, silty
5367	CLAY	148	158	dark gray, slightly silty
5367	SAND	158	169	gray, very fine to medium, lots of lignite and wood fragments
5367	SAND & GRAVEL	169	184	medium sand to medium gravel, moderately well sorted, 60 % silicates, rounded to subrounded, 30 % shale and lignite, subrounded to angular and 10 % carbonates, rounded to subrounded, average grain size is coarse sand
5367	SAND & GRAVEL	184	232	coarse sand to medium gravel, moderately well sorted except for large coarse gravel sized shale fragments average grain size is granule gravel, 50 % silicates, rounded to subrounded, 30 % shale, angular and 10 % carbonates, subrounded
5367	SHALE	232	240	black to dark gray, hard shale with layers of dark gray clay, Pierre Shale, bedrock
5369	TOPSOIL	0	1	dark brown, sandy
5369	SAND	1	11	yellowish brown, very fine to medium, oxidized
5369	SAND	11	13	gray, fine to coarse, unoxidized
5369	CLAY	13	90	olive gray, sandy with pebbles, cohesive, crumbly, at 45 feet till becomes dark gray and harder, coarse sand from 63 to 64 feet
5369	SAND	90	102	fine to coarse, mostly medium sand, lignitic, shaly
5369	SAND	102	108	interbedded with clay of till
5369	CLAY	108	116	olive gray, till, hard,cohesive, drills tight
5369	CLAY	116	133	dark gray, sandy, silty, cohesive, plastic, sticky, massive
5369	SAND	133	150	gray, silty, very fine to medium
5369	SAND & GRAVEL	150	214	medium sand to medium gravel, moderately well sorted rounded to subrounded except for angular shale and lignite fragments, 6 % silicates, 30 % shale and lignite, and 10 % carbonates, largely very coarse sand to fine gravel
5369	SHALE	214	230	black to dark gray, interbedded with dark gray, greasy clay and bentonitic clay, Pierre Shale, Bedrock
5370	SAND	0	22	fine to very coarse, mostly coarse to very coarse, subangular to rounded, 60% quartz, 30% carbonates, 10% shale and lignite, moderately to well sorted, with some fine carbonate gravel, oxidized to about 8 feet, taking some water
5370	CLAY	22	137	sandy, silty, pebbles, gravelly, medium dark to olive gray, tight, cohesive, very slightly plastic, with some sand and gravel lenses, till, becomes very sandy after 80 feet
5370	SAND	137	169	fine to very coarse, mostly coarse, gravel is fine to medium, cobbles, angular to subrounded, poor sorting, some clay layers, sand and gravel is mostly carbonates and quartz, taking water
5370	SHALE	169	200	grayish black, hard, tight, brittle, non-calcareous, Pierre Formation, bedrock
5371	TOPSOIL	0	1	Silty, black
5371	SAND	1	25	Fine, medium to coarse; about 15% gravel
5371	CLAY	25	34	Sandy, olive gray; about 50% sand
5371	CLAY	34	40	Silty, olive gray
5372	SAND	0	8	
5372	CLAY	8	17	brown, sandy
5372	CLAY	17	68	gray
5372	GRAVEL	68	82	coarse
5372	CLAY	82	93	gray
5372	GRAVEL	93	96	coarse
5372	CLAY	96	132	gray
5372	SAND	132	158	15-25 slot
5372	SAND	158	172	brown, 30-40 slot
5372	CLAY	172	200	gray, shale
5374	SAND	0	6	
5374	CLAY	6	17	brown
5374	CLAY	17	39	gray
5374	CLAY	39	55	and shale mix
5374	CLAY	55	130	
5374	CLAY	130	154	grey and fine sand
5374	SAND & GRAVEL	154	178	50-60 slot
5374	SHALE	178	190	
5375	TOPSOIL	0	1	dark brown, sandy
5375	SAND	1	8	yellowish brown, fine to coarse, moderately well sorted
5375	SAND	8	9	gray fine to coarse sand, moderately well sorted
5375	CLAY	9	107	olive gray, sandy, pebbly, cohesive crumbles rocks at 16 to 17, 19 to 20, 63 to 64, sand layer from 85 to 86
5375	CLAY	107	144	gray, slightly silty, hard, cohesive, shiny appearance, whitish specks
5375	SAND & GRAVEL	144	148	very coarse sand to fine gravel, interbedded with very thin gray clay lenses, moderately well sorted, angular to subrounded, 30% shale, 30% carbonates, 30% silicates, 10% lignite
5375	SAND & GRAVEL	148	177	as above, fine sand to medium gravel
5375	SHALE	177	200	dark gray to dark greenish gray shale, hard, laminated, sugary texture
5377	TOPSOIL	0	1	Silty, black
5377	SAND	1	6	Fine, medium to coarse
5377	CLAY	6	9	Silty, yellowish brown, till
5377	ROCK	9	10	Granite
5377	GRAVEL	10	34	Fine, medium to coarse; about 30% sand
5377	CLAY	34	40	Silty, olive gray, till
5382	TOPSOIL	0	1	USBR WELL-ORIGINALLY NO LOG AVAIL. BUT HARD FILES CONTAIN THEM.
5382	SAND	1	8	Fine to medium, light brown, predominantly quartz, some shale pebbles.
5382	SAND	8	14	Medium to coarse, light brown, 30% gravel. 
5382	CLAY	14	17	Silty, yellow brown smooth.
5382	CLAY	17	18	As above except gray.
5382	SAND	18	37	Fine to coarse, predominantly fine, gray, some lignite.
5382	SAND	37	61	Fine to medium with some gravel, fine, rounded to subrounded, 30% shale, 40% quartz, some shale pebbles.
5382	CLAY	61	64	Silty, sandy, poor return, (till).
5382	TILL	64	67	As above with gravel layers.
5382	TILL	67	76	As above.
5382	CLAY	76	100	Cohesive, some sticky, some brittle, gray bedrock.
5382	END OF BORING	100	100	
5386	USBR well no log available	0	0	
5390	LOAM	0	2	sandy
5390	SAND	2	4	
5390	SAND	4	5	loamy
5390	SAND	5	38	
5393	TOPSOIL	0	1	
5393	GRAVEL	1	24	sandy, oxidized, coarse sand to marble gravel, well rounded to subrounded, drills fast, taking water, 60 % shale, remainder carbonates and silicates
5393	CLAY	24	56	silty, oxidized, poor return, drills fast and smooth
5393	CLAY	56	70	silty, or silt, clayey, olive gray, unoxidized, drills fast
5783	TOPSOIL	0	1	sandy, silty, clayey, brownish black
5783	GRAVEL	1	3	sandy, silty, clayey, fine to coarse, angular, poorly sorted, mostly carbonates, some granitics, oxidized
5783	BOULDER	3	4	limestone, indurated
5783	CLAY	4	10	sandy, very pebbly, silty, dusky yellow to moderate yellowish brown, slightly to moderately cohesive, slightly plastic, oxidized, (TILL)
5783	CLAY	10	16	silty, slightly sandy, pebbly, olive gray, moderately cohesive, slightly plastic, (TILL)
5783	SHALE	16	40	siliceous, grayish black, indurated, brittle, noncalcareous, bedded, (PIERRE formation)
5802	TOPSOIL	0	1	Silty, sandy, loam, brownish black
5802	SAND	1	6	Fine to coarse, subrounded, moderately well-sorted, oxidized
5802	CLAY	6	9	Very silty, moderately yellowish brown, slightly cohesive, crumbly, oxidized (till)
5802	CLAY	9	17	Silty, slightly sandy, pebbly, olive gray, moderately cohesive, slightly plastic, calcareous (till)
5802	SAND	17	34	Fine to very coarse, mostly medium to coarse, subangular to rounded, moderately well-sorted, slightly oxidized
5802	CLAY	34	52	Moderately silty, moderately sandy, a few thin sand stringers, olive gray, pebbly, cohesive, plastic, calcareous (till)
5802	SAND	52	64	Fine to very coarse, mostly medium to very coarse, subangular to subrounded, fair sorting, appears partially oxidized 
5802	SHALE	64	100	Siliceous, grayish black to black, moderately well-indurated, bentonitic, noncalcareous (Pierre Formation)
5805	TOPSOIL	0	1	Silty loam, black
5805	SILT	1	4	Dusky yellow to moderate olive brown, soft, moderately compacted, slightly plastic, calcareous
5805	GRAVEL	4	7	Fine and medium, sandy, moderately sorted, oxidized
5805	CLAY	7	10	Very silty with sand grains and pebbles, olive gray, moderately soft, cohesive, moderately plastic (till)
5805	TILL	10	20	As above, unoxidized, tight
5805	TILL	20	30	As above -to- clay, sandy, olive gray, soft, moderately cohesive, crumbly, gritty, calcareous
5805	CLAY	30	40	Sandy, as above -to- sand, medium to very coarse with fine gravel, moderately sorted, subangular to subrounded, clean, taking water
5805	SAND	40	50	As above
5805	SAND	50	63	As above -to- shale, olive black, hard, brittle, noncalcareous, tight drilling
5808	TOPSOIL	0	1	black
5808	SAND	1	9	fine, silty, brown
5808	SAND & GRAVEL	9	27	brown
5808	SAND & GRAVEL	27	43	colored
5808	CLAY	43	44	sandy, blue
5808	GRAVEL	44	46	colored
5808	CLAY	46	52	sandy, blue
5816	TOPSOIL	0	1	Sandy loam, black
5816	SAND	1	10	Medium to very coarse, with fine gravel, sorted, subangular to subrounded, oxidized, iron-stained
5816	SAND AND GRAVEL	10	27	As above, mainly limestone, shale, granitic rocks, lignite and quartz, clean, saturated
5816	CLAY	27	30	Clay, with pebbles, olive gray, moderately soft, tight, rocky (till)
5816	CLAY	30	42	Light olive gray to olive gray, slightly hard, very tightly compacted, very cohesive, plastic, also contains silty and very fine clayey sand layers, tight
5816	SAND	42	50	Medium, olive gray, very well-sorted, generally subrounded, predominantly quartz, clean, very good looking; looks for all the world like Fox Hills sand (except there's more quartz)
5816	SAND	50	56	Gravel, fine with coarse and very coarse sand, moderately well-sorted, subangular to subrounded, clean, much limestone, shale, lignite, and quartz 
5816	GRAVEL	56	67	As above, coarser, fine to medium gravel
5816	SHALE	67	84	Olive black, hard, brittle, tight, hard drilling, noncalcareous
6329	TOPSOIL	0	1	
6329	GRAVEL	1	18	
6329	SILT	10	28	
6329	CLAY	28	152	
6329	CLAY	152	156	
6329	GRAVEL	156	240	
6329	SAND & GRAVEL	240	317	
6329	SHALE	317	330	
6330	GRAVEL	0	18	coarse, sandy, shaly, rounded
6330	SILT	18	28	olive grey
6330	CLAY	28	152	silty, sandy, gravelly, olive grey to brownish grey (TILL)
6330	CLAY	152	156	silty, olive grey
6330	GRAVEL	156	182	sandy, shaly, subrounded to rounded, numerous clay lenses
6331	TOPSOIL	0	1	Silty, moderately sandy, clayey, brownish-black
6331	SAND	1	14	Slightly gravelly, silty, clayey, fine- to very coarse-grained, subangular to subrounded, moderately well sorted, mostly quartz, some shale, oxidized
6331	CLAY	14	51	Very silty, sandy, olive gray, very slightly cohesive, slightly plastic, highly calcareous, poor sample return (glacio-fluvial sediment)
6331	CLAY	51	112	Silty, moderately sandy, pebbly (a few thin sand lenses) occasional cobbles, olive gray, cohesive, slightly to moderately plastic, calcareous (till)
6331	GRAVEL	112	115	Slightly sandy, fine to coarse, angular to rounded, poorly sorted, mostly carbonates and granitics, some shale
6331	CLAY	115	160	Silty, moderately sandy, pebbly, occasional thin sandy gravel lenses, a few cobbles, olive gray, cohesive, moderately plastic, calcareous (till)
6331	GRAVEL	160	287	Moderately sandy to sandy, numerous thin silty clay lenses and layers, probably some matrix clay, fine to coarse (mostly fine to medium), angular to rounded, fair sorting, about 30% carbonates (limestone and dolostone), 40% shale (dark gray to grayish-black), 30% siliceous rock, granitics, metamorphics, agate, and chert, taking some water, not caving in, very slightly lignitic, mixed 1 bag bentonite
6331	SHALE	287	300	Moderately clayey, light gray to light olive gray to medium gray, numerous small brownish concretions and small white specks, moderately indurated very highly calcareous (Niobrara Formation)
